id,address,city,latitude,longitude,site_score,state_name,county_name,state_and_county,tract,block_group,tot_population_cen_2010,hispanic_cen_2010,nh_blk_alone_cen_2010,nh_aian_alone_cen_2010,nh_asian_alone_cen_2010,nh_nhopi_alone_cen_2010,nh_sor_alone_cen_2010,college_acs_09_13,no_health_ins_acs_09_13,med_hhd_inc_bg_acs_09_13,aggregate_hh_inc_acs_09_13,tot_vacant_units_cen_2010,renter_occp_hu_cen_2010,owner_occp_hu_cen_2010,no_plumb_acs_09_13,med_house_value_bg_acs_09_13,pct_hispanic_cen_2010,pct_nh_blk_alone_cen_2010,pct_nh_aian_alone_cen_2010,pct_nh_asian_alone_cen_2010,pct_nh_nhopi_alone_cen_2010,pct_nh_sor_alone_cen_2010,pct_not_hs_grad_acs_09_13,pct_no_health_ins_acs_09_13,pct_vacant_units_cen_2010,pct_renter_occp_hu_cen_2010,pct_owner_occp_hu_cen_2010,pct_no_plumb_acs_09_13,pct_poc
144,"Postal Address is unavailable for the Site, CHATTANOOGA, TN 37410",Chattanooga,35.0010118,-85.3162066,,Tennessee,Hamilton County,"Tennessee, Hamilton County",1900,1,1380,44,1248,3,0,10,2,64,130,16542,11085000,123,388,163,30,84700,3.19,90.43,0.22,0,0.72,0.14,26.45,9.97,18.25,70.42,29.58,4.84,94.7
145,"TOONE-TEAGUE RD, TOONE, TN 38381",Toone,35.4053119,-88.919439,47.71,Tennessee,Hardeman County,"Tennessee, Hardeman County",950100,1,986,6,216,0,12,0,1,27,178,47825,11961100,82,104,298,39,88400,0.61,21.91,0,1.22,0,0.1,28.25,26.22,16.94,25.87,74.13,8.37,23.84
147,"OLD CHARCOAL RD 1 MI S OF LYLE, WRIGLEY, TN 37098",Wrigley,35.9008982,-87.3475119,36.14,Tennessee,Hickman County,"Tennessee, Hickman County",950200,3,2149,13,28,9,6,0,0,118,334,33684,31090500,101,229,570,78,96100,0.6,1.3,0.42,0.28,0,0,18.38,19.56,11.22,28.66,71.34,9.75,2.6
143,"1508 MARYVILLE PIKE, KNOXVILLE, TN 37920",Knoxville,35.919114,-83.926365,50,Tennessee,Knox County,"Tennessee, Knox County",3500,2,1411,16,65,13,12,0,1,238,85,47589,30251400,125,224,425,128,172500,1.13,4.61,0.92,0.85,0,0.07,14.24,6.9,16.15,34.51,65.49,16.58,7.58
139,"GLENN SPRINGS RD, LAWRENCEBURG, TN 38464",Lawrenceburg,35.225524,-87.3756653,46.44,Tennessee,Lawrence County,"Tennessee, Lawrence County",960502,2,1177,14,10,4,0,0,0,96,128,56486,45569500,58,112,361,44,96800,1.19,0.85,0.34,0,0,0,10.3,9.35,10.92,23.68,76.32,8.06,2.38
130,"MEADOW ST, JACKSON, TN 38301",Jackson,35.6110476,-88.8326375,35.22,Tennessee,Madison County,"Tennessee, Madison County",800,2,1062,24,690,3,1,0,1,39,82,9617,4467900,54,296,30,9,83900,2.26,64.97,0.28,0.09,0,0.09,34.38,10.29,14.21,90.8,9.2,2.42,67.69
133,"728 EMORY DRIVE, HARRIMAN, TN 37748",Harriman,35.9299722,-84.5445165,48.03,Tennessee,Roane County,"Tennessee, Roane County",30800,1,1300,32,81,4,10,0,0,97,204,19213,21078800,151,380,250,25,86200,2.46,6.23,0.31,0.77,0,0,29.81,14.49,19.33,60.32,39.68,2.26,9.77
134,"3517 Southern Avenue, MEMPHIS, TN 38111",Memphis,35.1150104,-89.9450191,50,Tennessee,Shelby County,"Tennessee, Shelby County",7400,1,1427,48,264,5,101,0,11,364,225,28259,22744000,102,566,155,23,120500,3.36,18.5,0.35,7.08,0,0.77,0,16.98,12.39,78.5,21.5,3.04,30.06
136,"2163 AIRWAYS BLVD, MEMPHIS, TN 38114",Memphis,35.0872256,-89.9887654,58.06,Tennessee,Shelby County,"Tennessee, Shelby County",7810,1,632,168,450,0,1,0,0,21,78,14044,4027100,126,156,84,0,60500,26.58,71.2,0,0.16,0,0,14.33,16.08,34.43,65,35,0,97.94
132,"97 S BYHALIA RD, COLLIERVILLE, TN 38017",Collierville,35.041471,-89.6924154,48.91,Tennessee,Shelby County,"Tennessee, Shelby County",21520,2,7500,232,1928,10,1140,1,19,2882,608,97961,326680700,187,733,2094,16,329700,3.09,25.71,0.13,15.2,0.01,0.25,4.06,8.37,6.2,25.93,74.07,0.56,44.39
146,"459 WASHINGTON STREET, COLLIERVILLE, TN 38017",Collierville,35.0422563,-89.6536542,50,Tennessee,Shelby County,"Tennessee, Shelby County",21620,1,977,65,514,1,1,1,0,62,78,32852,13700500,50,99,239,0,98600,6.65,52.61,0.1,0.1,0.1,0,21.83,6.6,12.89,29.29,70.71,0,59.56
142,"719 PIPER STREET, COLLIERVILLE, TN 38017",Collierville,35.0446642,-89.6864738,50,Tennessee,Shelby County,"Tennessee, Shelby County",21620,2,2112,126,955,1,63,0,7,428,103,50673,45718000,60,341,441,0,190400,5.97,45.22,0.05,2.98,0,0.33,16.79,6.23,7.13,43.61,56.39,0,54.55
131,"12121 HWY 70, ARLINGTON, TN 38002",Arlington,35.3002191,-89.6581094,39.03,Tennessee,Shelby County,"Tennessee, Shelby County",20900,1,9886,274,1251,16,170,0,12,2342,385,100125,285307800,123,253,2757,30,228900,2.77,12.65,0.16,1.72,0,0.12,3.03,4.19,3.93,8.41,91.59,1.05,17.42
135,"BELEW DRIVE, WAYNESBORO, TN 38485",Waynesboro,35.3184212,-87.7596742,29.44,Tennessee,Wayne County,"Tennessee, Wayne County",950200,2,1597,14,15,6,3,0,0,61,183,27429,20330000,102,159,460,0,47600,0.88,0.94,0.38,0.19,0,0,25.12,12.27,14.15,25.69,74.31,0,2.39
160,"14350 LOOKOUT RD., LIVE OAK, TX 78233",Live Oak,29.5696143,-98.3522081,38.85,Texas,Bexar County,"Texas, Bexar County",121802,1,2287,1021,189,7,140,17,1,535,811,91029,69651000,56,169,561,0,163600,44.64,8.26,0.31,6.12,0.74,0.04,2,29.67,7.12,23.15,76.85,0,60.11
151,"INTERSECTION OF BANDERA ROAD AND, SAN ANTONIO, TX 78238",Leon Valley,29.4504445,-98.5461136,50,Texas,Bexar County,"Texas, Bexar County",170600,2,1060,1010,1,0,1,0,0,61,116,29205,9121800,35,127,201,0,71200,95.28,0.09,0,0.09,0,0,49.15,15.76,9.64,38.72,61.28,0,95.46
201,"1001 LUBBOCK ST., TEXARKANA, TX 75501",Texarkana,33.4055618,-94.0486252,40.19,Texas,Bowie County,"Texas, Bowie County",11100,4,925,29,127,6,6,1,0,39,250,20875,14413400,34,71,284,45,55300,3.14,13.73,0.65,0.65,0.11,0,29.51,21.65,8.74,20,80,9.05,18.28
172,"WEST 3RD ST, TEXARKANA, TX 75501",Texarkana,33.4185203,-94.0547236,31.31,Texas,Bowie County,"Texas, Bowie County",10400,2,675,87,446,3,0,0,3,13,76,24355,11621100,52,116,140,21,20300,12.89,66.07,0.44,0,0,0.44,42,15.35,16.88,45.31,54.69,9.01,79.84
173,"HWY 82 W, TEXARKANA, TX 75501",Texarkana,33.4252262,-94.0477505,31.85,Texas,Bowie County,"Texas, Bowie County",10500,2,1510,135,645,10,14,0,0,98,137,18167,6986900,46,182,85,109,28700,8.94,42.72,0.66,0.93,0,0,21.27,12.01,14.7,68.16,31.84,27.11,53.25
165,"BRAZORIA COUNTY RD 756, FREEPORT, TX 77541",Freeport,28.9541368,-95.3596617,50,Texas,Brazoria County,"Texas, Brazoria County",664300,2,735,462,87,0,5,0,1,43,699,23990,16729300,69,107,143,18,59400,62.86,11.84,0,0.68,0,0.14,31.72,58.59,21.63,42.8,57.2,4.49,75.52
175,"COUNTY ROAD 340, BURNET, TX 78611",Burnet,30.7012363,-98.2207875,50,Texas,Burnet County,"Texas, Burnet County",960400,3,2342,271,7,10,2,1,2,592,510,67212,63607700,114,98,784,0,209200,11.57,0.3,0.43,0.09,0.04,0.09,27.14,21.18,11.45,11.11,88.89,0,12.52
150,"Postal Address is unavailable for the Site, POINT COMFORT, TX 77979",Point Comfort,28.6797169,-96.5602537,50,Texas,Calhoun County,"Texas, Calhoun County",300,2,743,234,5,0,55,0,1,67,136,53636,15048900,122,124,136,41,59000,31.49,0.67,0,7.4,0,0.13,12.9,18.23,31.94,47.69,52.31,10,39.69
189,"WESTMORELAND RD &amp; SINGLETON BLVD, DALLAS, TX 75115",Dallas,32.5989444,-96.8565427,50,Texas,Dallas County,"Texas, Dallas County",16620,1,758,183,238,0,6,1,0,105,102,39036,10237400,23,72,218,0,89300,24.14,31.4,0,0.79,0.13,0,11.55,24.23,7.35,24.83,75.17,0,56.46
158,"102 23', 23.36"" WEST, 31, 54', 22.26"" , ODESSA, TX 79762",Odessa,31.8721433,-102.3816136,50,Texas,Ector County,"Texas, Ector County",700,1,1103,806,26,1,2,0,0,24,329,30972,19136600,62,170,222,0,46500,73.07,2.36,0.09,0.18,0,0,63.04,34.41,13.66,43.37,56.63,0,75.7
197,"WEST 81ST ST AND MARY FRANCIS ST, ODESSA, TX 79764",Odessa,31.9188279,-102.4285945,43.21,Texas,Ector County,"Texas, Ector County",100,2,1027,353,5,13,0,5,0,13,288,34900,18196700,41,92,284,46,61300,34.37,0.49,1.27,0,0.49,0,32.95,32.29,9.83,24.47,75.53,10.95,36.62
183,"4318 BRAZOS AVE, ODESSA, TX 79762",Odessa,31.8809303,-102.4041568,42.24,Texas,Ector County,"Texas, Ector County",800,2,710,318,14,4,6,0,0,7,382,65938,30264200,18,66,203,32,67900,44.79,1.97,0.56,0.85,0,0,17.65,29.84,6.27,24.54,75.46,7.77,48.17
176,"LOOP 197 S, TEXAS CITY, TX 77590",Texas City,29.3680197,-94.915667,50,Texas,Galveston County,"Texas, Galveston County",726200,1,675,243,248,0,2,0,0,15,231,32946,11102100,53,107,131,12,32800,36,36.74,0,0.3,0,0,29.77,31.39,18.21,44.96,55.04,3.82,73.04
179,"JCT HIGHWAYS 3 6 &amp; 75, LA MARQUE, TX 77590",La Marque,29.3852763,-94.9247074,,Texas,Galveston County,"Texas, Galveston County",722300,5,1090,474,234,6,2,0,0,58,201,30982,13182700,60,231,149,35,63800,43.49,21.47,0.55,0.18,0,0,28.94,23.34,13.64,60.79,39.21,7.85,65.69
163,"3915 GARLAND ROAD, LONGVIEW, TX 75602",Longview,32.4421525,-94.7116471,49.1,Texas,Gregg County,"Texas, Gregg County",1400,1,1209,523,515,2,4,0,0,63,443,21934,11950500,55,294,101,0,60100,43.26,42.6,0.17,0.33,0,0,44.3,38.22,12.22,74.43,25.57,0,86.36
190,"W BANK OF SAN JACINTO RIVER, N OF HWY 10, Channelview, TX 77530",Channelview,29.7945258,-95.1119407,50,Texas,Harris County,"Texas, Harris County",252600,2,1649,1156,13,8,4,0,0,38,821,22083,21291200,59,206,299,32,38200,70.1,0.79,0.49,0.24,0,0,41.05,53.59,10.46,40.79,59.21,5.35,71.62
164,"9334 CANIFF RD, HOUSTON, TX 77017",Houston,29.660912,-95.250423,59.46,Texas,Harris County,"Texas, Harris County",320700,2,1126,712,53,1,300,0,0,69,550,32404,18789500,20,232,166,0,105000,63.23,4.71,0.09,26.64,0,0,34.04,42.6,4.78,58.29,41.71,0,94.67
204,"400 AND 200 N. RICHEY STREET, PASADENA, TX 77506",Pasadena,29.7143597,-95.220014,50,Texas,Harris County,"Texas, Harris County",324100,2,1031,842,13,5,7,0,0,3,242,19892,7300700,36,161,149,26,60200,81.67,1.26,0.48,0.68,0,0,34.83,32.18,10.4,51.94,48.06,9.12,84.09
162,"SAN JACINTO RIVER CROSSING, CROSBY, TX 77532",Crosby,29.9118885,-95.0621512,63.33,Texas,Harris County,"Texas, Harris County",252700,2,1704,671,44,4,7,4,0,167,587,48466,32571900,82,220,360,0,94400,39.38,2.58,0.23,0.41,0.23,0,28.65,32.04,12.39,37.93,62.07,0,42.83
156,"3502 ROGERDALE RD, HOUSTON, TX 77042",Houston,29.7191688,-95.5596122,60.9,Texas,Harris County,"Texas, Harris County",452202,1,730,94,236,0,129,0,3,283,203,39861,27610700,27,457,1,0,,12.88,32.33,0,17.67,0,0.41,0,30.48,5.57,99.78,0.22,0,63.29
196,"SE OF CAVALCADE AND MAURY/BTWN BH&amp;T RR, HOUSTON, TX 77020",Houston,29.7692001,-95.3154784,38.69,Texas,Harris County,"Texas, Harris County",211400,2,1440,339,1043,1,3,0,0,19,484,19777,15833400,63,391,88,30,76000,23.54,72.43,0.07,0.21,0,0,43.42,28.52,11.62,81.63,18.37,5.17,96.25
186,"N 29 43'55""/W 95 06'52.5"", DEER PARK, TX 77536",Deer Park,29.707158,-95.1239431,47.83,Texas,Harris County,"Texas, Harris County",342700,1,1294,361,11,1,4,0,0,117,303,65236,26836100,34,94,358,44,108000,27.9,0.85,0.08,0.31,0,0,12.03,24.34,7,20.8,79.2,9.05,29.14
180,"NE OF CAVALCADE AND MAURY/BTWN BH&amp;T RR, HOUSTON, TX 77070",Houston,29.9601879,-95.5587992,37.08,Texas,Harris County,"Texas, Harris County",552601,1,5339,1736,1451,14,524,7,3,676,1207,34719,103440800,172,1418,637,0,132600,32.52,27.18,0.26,9.81,0.13,0.06,21.23,23.55,7.72,69,31,0,69.96
195,"1415, 1417, 1419 S LOOP WEST, HOUSTON, TX 77054",Houston,29.6793527,-95.3983782,39.65,Texas,Harris County,"Texas, Harris County",334100,2,6286,1550,3195,13,635,3,7,1358,1337,38478,126666100,366,1952,781,0,186600,24.66,50.83,0.21,10.1,0.05,0.11,5.65,22.34,11.81,71.42,28.58,0,85.96
194,"US HWY 90, CROSBY, TX 77532",Crosby,29.9064514,-95.0507083,61.62,Texas,Harris County,"Texas, Harris County",252700,1,1425,318,162,2,9,0,2,87,238,36667,24664500,75,165,348,18,151100,22.32,11.37,0.14,0.63,0,0.14,10.28,21.29,12.76,32.16,67.84,3.45,34.6
167,"611 BATTLEBELL - CLEAR LAKE ROAD, HIGHLANDS, TX 77562",Highlands,29.8147716,-95.0786314,37.77,Texas,Harris County,"Texas, Harris County",252900,1,1811,315,71,6,4,0,0,220,301,92114,45007700,43,156,513,0,106300,17.39,3.92,0.33,0.22,0,0,4.5,20.34,6.04,23.32,76.68,0,21.86
177,"3617 BAER STREET, HOUSTON, TX 77020",Houston,29.768266,-95.332322,32.07,Texas,Harris County,"Texas, Harris County",211400,3,1162,587,272,5,60,5,1,443,217,63977,50152800,77,170,289,55,194100,50.52,23.41,0.43,5.16,0.43,0.09,28.74,17.15,14.37,37.04,62.96,9.21,80.04
174,"HWY 43, KARNACK, TX 75670",Karnack,32.6643732,-94.1807431,39.83,Texas,Harrison County,"Texas, Harrison County",20104,2,1372,85,218,7,9,0,0,273,164,45822,31313800,122,99,504,28,123600,6.2,15.89,0.51,0.66,0,0,17.9,12.64,16.83,16.42,83.58,4.06,23.26
157,"SOUTH TEXAS, NORTH OF RIO GRANDE RIVER, Donna, TX 78537",Donna,26.1583669,-98.0574299,50,Texas,Hidalgo County,"Texas, Hidalgo County",22105,2,1925,1878,3,1,0,0,2,71,750,16607,16383900,64,199,312,58,46300,97.56,0.16,0.05,0,0,0.1,47.64,31.83,11.13,38.94,61.06,8.62,97.87
199,"W. STATE ROAD 114, LEVELLAND, TX 79336",Levelland,33.5941526,-102.3778675,42.41,Texas,Hockley County,"Texas, Hockley County",950400,2,1165,718,139,1,6,0,1,18,168,30914,18662000,75,196,215,0,60600,61.63,11.93,0.09,0.52,0,0.09,45.79,15.18,15.43,47.69,52.31,0,74.26
184,"500 FORRESTER STREET, Greenville, TX 75401",Greenville,33.138681,-96.07583,40.81,Texas,Hunt County,"Texas, Hunt County",961000,2,938,173,75,6,13,0,1,32,351,33417,12079200,49,126,226,34,34100,18.44,8,0.64,1.39,0,0.11,34.98,40.72,12.22,35.8,64.2,9.14,28.58
166,"STATE HIGHWAY 96, JASPER, TX 75951",Jasper,30.9201977,-93.99685,48,Texas,Jasper County,"Texas, Jasper County",950200,3,1169,90,269,2,11,0,3,97,324,27500,14677800,88,203,278,10,98200,7.7,23.01,0.17,0.94,0,0.26,21.81,28.08,15.47,42.2,57.8,1.75,32.08
169,"600 NORTH MCQUEEN STREET BOX 6021, JASPER, TX 75951",Jasper,30.9201995,-93.9965759,50,Texas,Jasper County,"Texas, Jasper County",950200,4,660,132,257,1,3,0,5,23,96,39135,8596200,62,95,138,0,57300,20,38.94,0.15,0.45,0,0.76,23.77,15.46,21.02,40.77,59.23,0,60.3
198,"NEAR STATE HWY 366 &amp; SARA JANE RD, PORT NECHES, TX 77651",Port Neches,29.9726308,-93.9572374,50,Texas,Jefferson County,"Texas, Jefferson County",10902,1,1115,36,10,1,19,0,0,395,12,104896,44009000,9,99,351,0,183900,3.23,0.9,0.09,1.7,0,0,0,1.29,1.96,22,78,0,5.92
205,"410 AND 419 EAST GROVE STREET, TERRELL, TX 75160",Terrell,32.734485,-96.273757,48,Texas,Kaufman County,"Texas, Kaufman County",50500,4,868,70,774,0,1,0,0,46,464,35759,15810800,36,136,189,0,68200,8.06,89.17,0,0.12,0,0,31.48,35.69,9.97,41.85,58.15,0,97.35
200,"STATE HGWY 146 &amp; FARM RD 519, TEXAS CITY, TX 77568",Texas City,30.0305449,-94.89397,50,Texas,Liberty County,"Texas, Liberty County",701000,3,2493,1266,116,7,6,2,1,112,787,55991,47070700,88,87,604,66,85100,50.78,4.65,0.28,0.24,0.08,0.04,40.32,30.49,11.3,12.59,87.41,7.93,56.07
187,"1 MI E OF FM563/7 MI N OF I-10, LIBERTY, TX 77575",Liberty County,30.057993,-94.7954783,29.94,Texas,Liberty County,"Texas, Liberty County",701400,1,983,220,136,4,4,0,0,213,406,47976,22599200,25,98,147,0,131700,22.38,13.84,0.41,0.41,0,0,10.22,25.89,9.26,40,60,0,37.04
178,"INTERSECTION OF COUNTY RD 1290 &amp; CR 128, MIDLAND, TX 79706",Odessa,31.9973456,-102.0779146,50,Texas,Midland County,"Texas, Midland County",10200,2,1503,1177,181,7,4,0,0,27,436,35875,16805300,66,152,291,0,72500,78.31,12.04,0.47,0.27,0,0,47.62,37.2,12.97,34.31,65.69,0,91.09
206,"INT. BETWEEN CTY ROAD (CR) 112 &amp; CR 1205, MIDLAND, TX 79706",Midland,31.9973456,-102.0779146,50,Texas,Midland County,"Texas, Midland County",10200,2,1503,1177,181,7,4,0,0,27,436,35875,16805300,66,152,291,0,72500,78.31,12.04,0.47,0.27,0,0,47.62,37.2,12.97,34.31,65.69,0,91.09
155,"HIGHWAY 105 EAST, BOX 9, CONROE, TX 77301",Conroe,30.287608,-95.458945,48,Texas,Montgomery County,"Texas, Montgomery County",693400,3,1657,894,320,6,20,3,0,56,982,24922,16329500,54,478,33,20,11900,53.95,19.31,0.36,1.21,0.18,0,34.72,43.09,9.56,93.54,6.46,3.22,75.01
202,"2ND &amp; HILBIG, CONROE, TX 77301",Conroe,30.3120301,-95.4253757,37.29,Texas,Montgomery County,"Texas, Montgomery County",693101,3,2518,1458,78,5,16,0,3,90,937,44514,38220000,36,269,501,0,111100,57.9,3.1,0.2,0.64,0,0.12,44.26,33.75,4.47,34.94,65.06,0,61.96
152,"NORTHEAST OF INTERSECTION AT IH-37 AND , CORPUS CHRISTI, TX 78409",Corpus Christi,27.820209,-97.5170767,50,Texas,Nueces County,"Texas, Nueces County",6300,1,685,232,13,1,24,0,3,124,265,51625,27539000,223,132,167,21,130500,33.87,1.9,0.15,3.5,0,0.44,19.49,37.97,42.72,44.15,55.85,3.45,39.86
154,"NORTH AMHERST STREET AND SANTA FE AVENUE, PERRYTON, TX 79070",Perryton,36.4002611,-100.8045897,50,Texas,Ochiltree County,"Texas, Ochiltree County",950300,2,1590,1058,2,13,0,0,0,77,760,47813,35886800,71,182,321,0,42300,66.54,0.13,0.82,0,0,0,47.7,34.53,12.37,36.18,63.82,0,67.49
153,"117 CIRCLE COURT, WILLOW PARK, TX 76087",Willow Park,32.7446967,-97.6781358,50,Texas,Parker County,"Texas, Parker County",140705,2,4068,508,44,23,31,2,4,963,436,80145,148309500,123,222,1242,53,199000,12.49,1.08,0.57,0.76,0.05,0.1,7.06,10.03,7.75,15.16,84.84,3.32,15.05
185,"2000 S HOUSTON, PANTEX VILLAGE, TX 79111",Pantex Village,35.1918483,-101.8248311,51.22,Texas,Potter County,"Texas, Potter County",10600,2,1442,1122,64,4,2,2,4,41,597,24167,15073900,48,237,226,0,36400,77.81,4.44,0.28,0.14,0.14,0.28,53.99,38.62,9.39,51.19,48.81,0,83.09
171,"Postal Address is unavailable for the Site, HOUSTON, TX",Houston,31.9685988,-99.9018131,46.5,Texas,Runnels County,"Texas, Runnels County",950100,1,704,87,1,5,0,0,1,85,84,45313,14191000,119,81,242,69,82100,12.36,0.14,0.71,0,0,0.14,18.59,15.47,26.92,25.08,74.92,16.05,13.35
161,"FM 2725 AT BISHOP ROAD, INGLESIDE, TX 78362",Ingleside,27.8608831,-97.1794279,50,Texas,San Patricio County,"Texas, San Patricio County",10302,1,1000,206,12,2,7,0,0,145,241,49728,26337100,112,62,326,68,120600,20.6,1.2,0.2,0.7,0,0,15.34,22.52,22.4,15.98,84.02,12.71,22.7
182,"201 NORTH GORDON STREET, Happy, TX 79042",Happy,34.745644,-101.8543087,32.33,Texas,Swisher County,"Texas, Swisher County",950200,1,819,171,1,8,0,0,0,126,244,43558,18784300,59,66,256,12,49300,20.88,0.12,0.98,0,0,0,19.44,24.42,15.49,20.5,79.5,3.49,21.98
191,"1653 JASON COURT, PELICAN BAY, TX 76020",Azle,32.9213656,-97.520881,50,Texas,Tarrant County,"Texas, Tarrant County",114203,2,1526,179,8,7,10,0,0,27,582,29674,19986100,98,190,354,0,33600,11.73,0.52,0.46,0.66,0,0,26.48,37.67,15.26,34.93,65.07,0,13.37
149,"GRANTS LANE, FORT WORTH, TX 76108",Fort Worth,32.7678015,-97.4458401,39.92,Texas,Tarrant County,"Texas, Tarrant County",100602,2,2854,910,440,66,21,1,5,275,351,60357,42497100,51,130,255,21,175000,31.89,15.42,2.31,0.74,0.04,0.18,23.61,12.76,11.7,33.77,66.23,4.39,50.58
188,"1741 TAYLOR'S VALLEY ROAD, BELL COUNTY, TX 76903",Bell County,31.4814555,-100.4132669,48,Texas,Tom Green County,"Texas, Tom Green County",300,2,1200,676,20,2,5,0,0,90,437,21576,13153500,74,145,320,21,64100,56.33,1.67,0.17,0.42,0,0,27.18,32.35,13.73,31.18,68.82,4.36,58.59
193,"CLARK BOTTOM RD, HEMPSTEAD, TX 77445",Hempstead,30.0974405,-96.0782918,30.16,Texas,Waller County,"Texas, Waller County",680500,2,1840,680,818,17,21,0,2,183,507,39932,22044300,86,381,254,88,46200,36.96,44.46,0.92,1.14,0,0.11,34.56,33.69,11.93,60,40,10.48,83.59
168,"INTERSECTION OF HIGHWAY 18 AND JEFFEE DRIVE, KERMIT, TX 79745",Kermit,31.8520046,-103.0906794,50,Texas,Winkler County,"Texas, Winkler County",950300,1,1126,806,20,0,3,0,25,27,483,49333,18390000,79,67,335,46,30000,71.58,1.78,0,0.27,0,2.22,49.91,49.34,16.42,16.67,83.33,12.37,75.85
213,"995 SOUTH 500 WEST, BOUNTIFUL, UT 84010",Bountiful,40.8793824,-111.8912367,50,Utah,Davis County,"Utah, Davis County",126901,5,1225,210,19,10,13,33,3,198,188,46953,28911600,26,254,185,0,192000,17.14,1.55,0.82,1.06,2.69,0.24,6.31,14.22,5.59,57.86,42.14,0,23.5
208,"500 SOUTH 800 WEST, BOUNTIFUL/WOODS CROS, BOUNTIFUL, UT 84010","Bountiful, Woods Cross",40.8843093,-111.8650093,50,Utah,Davis County,"Utah, Davis County",126801,2,875,42,6,2,24,0,0,148,77,78125,21171000,12,54,248,0,247800,4.8,0.69,0.23,2.74,0,0,3.63,8.48,3.82,17.88,82.12,0,8.46
211,"APPROX. 1500 SOUTH &amp; STATE HIGHWAY 106, WOODS CROSS/BOUNTIFUL, UT 84010",Woods Cross,40.8684042,-111.8449346,50,Utah,Davis County,"Utah, Davis County",126402,2,1990,76,1,4,60,6,1,706,27,104007,99983300,38,30,583,9,389700,3.82,0.05,0.2,3.02,0.3,0.05,0.86,1.37,5.84,4.89,95.11,1.35,7.44
212,"00-ALC/EM, HILL AFB, UT 84056",Ogden,41.10968,-111.9826984,49.94,Utah,Davis County,"Utah, Davis County",125200,2,2111,219,162,2,37,3,3,176,27,50319,31809300,48,521,3,0,,10.37,7.67,0.09,1.75,0.14,0.14,0,1.26,8.39,99.43,0.57,0,20.16
210,"1.25 MI W OF THE UTAH-JUAB COUNTY LINE, EUREKA, UT 84628",Eureka,39.9541166,-112.1202235,50,Utah,Juab County,"Utah, Juab County",10200,1,880,41,0,53,1,0,0,67,107,40833,15395200,127,85,244,45,102800,4.66,0,6.02,0.11,0,0,5.66,14.08,27.85,25.84,74.16,10.9,10.79
222,"1979 S 7TH W, SALT LAKE CITY, UT 84104",Salt Lake City,40.7285299,-111.910315,49.91,Utah,Salt Lake County,"Utah, Salt Lake County",102802,1,1262,485,59,23,84,97,3,28,501,33304,16703200,20,164,147,0,208700,38.43,4.68,1.82,6.66,7.69,0.24,30.86,35.18,6.04,52.73,47.27,0,59.52
221,"600 W SOUTH TEMPLE, SALT LAKE CITY, UT 84104",Salt Lake City,40.7690278,-111.9086963,37.93,Utah,Salt Lake County,"Utah, Salt Lake County",102500,1,3460,581,225,73,172,30,10,796,726,36250,77229800,289,1447,203,23,282900,16.79,6.5,2.11,4.97,0.87,0.29,11.78,26.14,14.9,87.7,12.3,1.22,31.53
207,"INTERSECTION OF 700 SOUTH &amp; 1600 EAST, SALT LAKE CITY, UT 84102",Salt Lake City,40.76049,-111.8658015,50,Utah,Salt Lake County,"Utah, Salt Lake County",101800,1,1336,184,15,15,115,4,2,616,285,46563,35287100,58,466,160,24,231800,13.77,1.12,1.12,8.61,0.3,0.15,2.37,16.79,8.48,74.44,25.56,3.41,25.07
218,"1000 SO. REDWOOD ROAD, SALT LAKE CITY, UT 84116",Salt Lake City,40.7474018,-111.9395617,54.4,Utah,Salt Lake County,"Utah, Salt Lake County",114500,3,2622,935,70,12,240,123,7,499,352,60787,50122500,52,273,510,0,186300,35.66,2.67,0.46,9.15,4.69,0.27,13.47,13.2,6.23,34.87,65.13,0,52.9
209,"1 MILE W OF INTERSECTION USH 209 AND 210, SANDY, UT 84092",Sandy City,40.5726568,-111.7765117,32.5,Utah,Salt Lake County,"Utah, Salt Lake County",110102,3,1613,54,19,6,55,3,5,772,25,119432,84922000,630,68,539,134,460500,3.35,1.18,0.37,3.41,0.19,0.31,6.55,1.44,50.93,11.2,88.8,11.75,8.81
216,"T335,R23E,S31-T335,R24E,S36, MONTICELLO, UT 84535",Monticello,37.8713829,-109.3428948,35.86,Utah,San Juan County,"Utah, San Juan County",978100,3,860,165,5,63,2,0,0,48,182,45625,11171300,58,72,194,31,156300,19.19,0.58,7.33,0.23,0,0,16.21,21.02,17.9,27.07,72.93,9.94,27.33
215,"NEAR INTERSECTION OF SMITH &amp; JOHNSON STS, STOCKTON, UT 84071",Stockton,40.452722,-112.3607824,50,Utah,Tooele County,"Utah, Tooele County",130703,2,1862,110,4,4,8,5,6,101,151,80703,49576900,37,45,506,0,264800,5.91,0.21,0.21,0.43,0.27,0.32,8.18,7.38,6.29,8.17,91.83,0,7.35
220,"15 MILES N OF ROWLEY EXIT ON I-80, TOOELE COUNTY, UT 84029",Tooele County,40.6725315,-112.762883,59.18,Utah,Tooele County,"Utah, Tooele County",130600,1,363,42,0,71,4,3,0,72,17,58813,6103800,82,43,82,3,121300,11.57,0,19.56,1.1,0.83,0,14.52,6.32,39.61,34.4,65.6,1.79,33.06
