id,address,city,latitude,longitude,site_score,state_name,county_name,tract,block_group,tot_population_cen_2010,hispanic_cen_2010,nh_blk_alone_cen_2010,nh_aian_alone_cen_2010,nh_asian_alone_cen_2010,nh_nhopi_alone_cen_2010,nh_sor_alone_cen_2010,college_acs_09_13,no_health_ins_acs_09_13,med_hhd_inc_bg_acs_09_13,aggregate_hh_inc_acs_09_13,tot_vacant_units_cen_2010,renter_occp_hu_cen_2010,owner_occp_hu_cen_2010,no_plumb_acs_09_13,med_house_value_bg_acs_09_13,pct_hispanic_cen_2010,pct_nh_blk_alone_cen_2010,pct_nh_aian_alone_cen_2010,pct_nh_asian_alone_cen_2010,pct_nh_nhopi_alone_cen_2010,pct_nh_sor_alone_cen_2010,pct_not_hs_grad_acs_09_13,pct_no_health_ins_acs_09_13,pct_vacant_units_cen_2010,pct_renter_occp_hu_cen_2010,pct_owner_occp_hu_cen_2010,pct_no_plumb_acs_09_13,pct_poc
1040,"ROUTE 643 TO ROUTE 31, WARREN COUNTY, NJ 07882",Warren County,40.7496608,-75.0260667,28.9,New Jersey,Warren County,32101,1,1669.0,72.0,21.0,1.0,11.0,0.0,0.0,400.0,127.0,98309.0,73323200.0,64.0,77.0,510.0,0.0,319500.0,4.31,1.26,0.06,0.66,0.0,0.0,2.96,7.41,9.83,13.12,86.88,0.0,6.289999999999999
987,"WALLINGFORD WAY, SHAMONG TOWNSHIP, NJ 08088",Shamong Township,39.8104583,-74.7184367,50.19,New Jersey,Burlington County,703700,2,2280.0,53.0,33.0,6.0,19.0,0.0,0.0,548.0,84.0,96613.0,98869200.0,24.0,45.0,726.0,37.0,355900.0,2.32,1.45,0.26,0.8300000000000001,0.0,0.0,7.15,3.5700000000000003,3.02,5.84,94.16,4.86,4.859999999999999
988,"IND PARK/HENDERSON BLVD 11 ST, FAIR LAWN, NJ 07410",Fair Lawn,40.9403762,-74.1318096,42.49,New Jersey,Bergen County,17200,2,847.0,80.0,7.0,0.0,117.0,0.0,0.0,247.0,69.0,64417.0,24641100.0,7.0,39.0,269.0,0.0,365400.0,9.45,0.8300000000000001,0.0,13.81,0.0,0.0,13.59,9.2,2.22,12.66,87.34,0.0,24.09
989,"ROUTES 563 &amp; 575, ATLANTIC COUNTY, NJ 08405",Atlantic County,39.36,-74.42,39.65,New Jersey,Atlantic County,2400,3,795.0,83.0,192.0,1.0,140.0,0.0,1.0,93.0,108.0,23542.0,8639800.0,397.0,450.0,33.0,19.0,0.0,10.44,24.15,0.13,17.61,0.0,0.13,25.89,18.0,45.11,93.17,6.83,2.99,52.46
991,"527 East Chestnut Avenue, VINELAND, NJ 08360",Vineland,39.4784365,-75.0260838,65.29,New Jersey,Cumberland County,40600,3,2169.0,1420.0,403.0,2.0,28.0,0.0,0.0,52.0,151.0,19839.0,19785600.0,24.0,401.0,277.0,0.0,186300.0,65.47,18.58,0.09,1.29,0.0,0.0,17.33,12.68,3.42,59.14,40.86,0.0,85.43
992,"SIX LOCATIONS NEAR MARSHALL MILL ROAD, FRANKLIN TOWNSHIP, NJ 08322",Franklin Township,39.5952969,-75.0630275,40.67,New Jersey,Gloucester County,501703,4,1299.0,84.0,45.0,4.0,14.0,0.0,0.0,53.0,269.0,61563.0,33377800.0,26.0,124.0,376.0,0.0,181600.0,6.47,3.46,0.31,1.08,0.0,0.0,20.45,20.23,4.94,24.8,75.2,0.0,11.32
993,"11 FRESH POND ROAD, EAST BRUNSWICK TOWNSHIP, NJ 08816",East Brunswick Township,40.4426077,-74.440511,33.61,New Jersey,Middlesex County,6601,1,1299.0,71.0,10.0,0.0,181.0,0.0,1.0,478.0,113.0,106042.0,61267100.0,14.0,32.0,407.0,0.0,402600.0,5.47,0.77,0.0,13.93,0.0,0.08,10.41,8.39,3.09,7.29,92.71,0.0,20.25
994,"SUMMER ROAD, P.O. BOX 183, MINOTOLA, NJ 08341",Minotola,39.519117,-74.952142,28.9,New Jersey,Atlantic County,11300,3,1796.0,348.0,121.0,4.0,36.0,2.0,0.0,155.0,129.0,40093.0,44853600.0,45.0,370.0,400.0,8.0,174500.0,19.38,6.74,0.22,2.0,0.11,0.0,38.7,7.4,5.52,48.05,51.95,1.01,28.449999999999996
995,"WILLARD STREET AND PIERRE AVENUE, GARFIELD, NJ 07026",Garfield,40.8718863,-74.1066416,0.0,New Jersey,Bergen County,21600,1,1063.0,473.0,80.0,3.0,23.0,0.0,1.0,122.0,219.0,55139.0,18855700.0,20.0,280.0,83.0,0.0,375000.0,44.5,7.53,0.28,2.16,0.0,0.09,22.5,24.86,5.22,77.13,22.87,0.0,54.56
996,"ERIAL &amp; HICKSTOWN ROADS, GLOUCESTER TOWNSHIP, NJ 08012",Gloucester Township,39.773448,-75.006278,68.53,New Jersey,Camden County,608401,1,1403.0,64.0,181.0,4.0,24.0,1.0,0.0,150.0,97.0,96667.0,36667900.0,12.0,20.0,434.0,0.0,204200.0,4.5600000000000005,12.9,0.29,1.71,0.07,0.0,8.1,9.48,2.58,4.41,95.59,0.0,19.53
997,"ERNSTON ROAD, OLD BRIDGE TOWNSHIP, NJ 08857",Old Bridge Township,40.4535128,-74.2971773,45.92,New Jersey,Middlesex County,7908,2,1697.0,247.0,270.0,2.0,632.0,0.0,12.0,517.0,516.0,43333.0,37212800.0,46.0,650.0,4.0,0.0,0.0,14.56,15.91,0.12,37.24,0.0,0.71,11.84,26.49,6.57,99.39,0.61,0.0,68.53999999999999
998,"RT. 539 BETWEEN RTS 537 &amp; 528, PLUMSTEAD TOWNSHIP, NJ 08533",Plumstead Township,40.0479478,-74.4760088,47.71,New Jersey,Ocean County,718000,3,2590.0,122.0,31.0,3.0,30.0,0.0,2.0,280.0,144.0,89676.0,75032800.0,27.0,51.0,786.0,0.0,328200.0,4.71,1.2,0.12,1.16,0.0,0.08,9.97,6.05,3.13,6.09,93.91,0.0,7.2700000000000005
1041,"MILL ROAD, PLEASANTVILLE, NJ 08232",Pleasantville,39.405827,-74.5262171,0.0,New Jersey,Atlantic County,11900,2,1434.0,505.0,608.0,2.0,40.0,0.0,7.0,117.0,307.0,18628.0,16652300.0,36.0,290.0,255.0,0.0,163400.0,35.22,42.4,0.14,2.79,0.0,0.49,30.03,31.01,6.2,53.21,46.79,0.0,81.04
1042,"WEST OF US 130; SOUTH OF STATE HWY 90, PENNSAUKEN TOWNSHIP, NJ 08110",Pennsauken Township,39.982114,-75.021749,50.0,New Jersey,Camden County,610800,1,3130.0,908.0,848.0,42.0,70.0,1.0,9.0,346.0,305.0,50179.0,75126300.0,87.0,318.0,847.0,86.0,192800.0,29.01,27.09,1.34,2.24,0.03,0.29,26.71,9.9,6.95,27.3,72.7,7.18,60.00000000000001
999,"JESSUP MILL ROAD, MANTUA TOWNSHIP, NJ 08051",Mantua Township,39.78426,-75.189745,72.66,New Jersey,Gloucester County,500701,4,1446.0,36.0,25.0,2.0,13.0,0.0,0.0,181.0,132.0,63098.0,45179800.0,21.0,32.0,546.0,0.0,210000.0,2.49,1.73,0.14,0.9,0.0,0.0,12.08,8.83,3.51,5.54,94.46,0.0,5.260000000000001
1000,"50 NORTH MARKET ST, GIBBSTOWN, NJ 08027",Gibbstown,39.8272024,-75.2778817,40.36,New Jersey,Gloucester County,500500,2,675.0,19.0,15.0,0.0,0.0,0.0,0.0,62.0,0.0,63611.0,14903700.0,17.0,35.0,220.0,0.0,200500.0,2.81,2.22,0.0,0.0,0.0,0.0,16.22,0.0,6.25,13.73,86.27,0.0,5.03
1001,"365 E MIDDLEFIELD RD, MOUNTAIN VIEW, CA 94040",Mountain View,37.3963887,-122.057764,29.76,California,Santa Clara County,509109,2,1624.0,80.0,13.0,0.0,898.0,5.0,0.0,786.0,7.0,175156.0,110715500.0,19.0,94.0,552.0,5.0,727700.0,4.93,0.8,0.0,55.3,0.31,0.0,0.75,0.5,2.86,14.55,85.45,0.9400000000000001,61.339999999999996
1002,"121 LAUREL AVE, KINGSTON, NJ 08526",Franklin Township,40.3881647,-74.6148792,30.87,New Jersey,Somerset County,53402,2,3030.0,223.0,255.0,1.0,991.0,0.0,1.0,1373.0,152.0,133958.0,177078300.0,38.0,112.0,911.0,0.0,546500.0,7.36,8.42,0.03,32.71,0.0,0.03,3.75,5.43,3.58,10.95,89.05,0.0,48.550000000000004
1003,"ROUTE 518, FRANKLIN TOWNSHIP, NJ 08540",Franklin Township,40.4078457,-74.7062176,30.47,New Jersey,Somerset County,54202,2,1732.0,35.0,36.0,1.0,179.0,0.0,11.0,724.0,56.0,127188.0,96155700.0,40.0,52.0,514.0,46.0,625400.0,2.02,2.08,0.06,10.33,0.0,0.64,1.24,3.3,6.6,9.19,90.81,7.49,15.129999999999999
1004,"Postal Address is unavailable for the Site, SAYREVILLE, NJ 08872",Sayreville,40.465024,-74.3528822,51.37,New Jersey,Middlesex County,7102,2,1587.0,162.0,166.0,0.0,507.0,1.0,8.0,358.0,37.0,114635.0,72494900.0,45.0,57.0,463.0,0.0,482400.0,10.21,10.46,0.0,31.95,0.06,0.5,8.72,2.41,7.96,10.96,89.04,0.0,53.18000000000001
1005,"1888 SOUTH DELSEA DRIVE, VINELAND, NJ 08360",Vineland,39.4594202,-75.0438594,30.3,New Jersey,Cumberland County,41000,4,1358.0,434.0,176.0,2.0,27.0,0.0,0.0,118.0,234.0,55750.0,31862300.0,26.0,103.0,355.0,0.0,178600.0,31.96,12.96,0.15,1.99,0.0,0.0,23.49,16.94,5.37,22.49,77.51,0.0,47.06
1006,"ORCHARD RD, MORGANVILLE, NJ 07751",Morganville,40.3891449,-74.2409272,33.87,New Jersey,Monmouth County,809501,1,3023.0,153.0,85.0,6.0,696.0,0.0,1.0,1066.0,178.0,122643.0,125768200.0,34.0,54.0,837.0,26.0,521600.0,5.06,2.81,0.2,23.02,0.0,0.03,3.5,6.03,3.68,6.06,93.94,2.96,31.119999999999997
1043,"ONE RIVER RD, EDGEWATER, NJ 07020",Edgewater,40.8044558,-73.9929739,50.0,New Jersey,Bergen County,13001,2,3673.0,264.0,139.0,3.0,1773.0,1.0,12.0,2540.0,471.0,97008.0,240496800.0,238.0,1259.0,678.0,0.0,588200.0,7.19,3.7800000000000002,0.08,48.27,0.03,0.33,2.58,12.28,10.94,65.0,35.0,0.0,59.68000000000001
1007,"901-999 CRANBURY SOUTH RIVER ROAD, SOUTH BRUNSWICK, NJ 08831","Jamesburg, South Brunswick Township",40.3663005,-74.4641941,45.14,New Jersey,Middlesex County,8502,1,2616.0,121.0,73.0,2.0,1119.0,0.0,0.0,843.0,186.0,121563.0,110566800.0,26.0,77.0,727.0,0.0,534300.0,4.63,2.79,0.08,42.78,0.0,0.0,5.94,7.66,3.13,9.58,90.42,0.0,50.28
1008,"MONMOUTH ROAD (ROUTE 537), SPRINGFIELD TWP(JOBSTOWN), NJ 08041",Jobstown,40.0533711,-74.6622907,28.51,New Jersey,Burlington County,702400,3,986.0,64.0,26.0,1.0,32.0,0.0,1.0,345.0,77.0,116250.0,50036200.0,13.0,31.0,303.0,5.0,431500.0,6.49,2.64,0.1,3.25,0.0,0.1,8.26,6.68,3.75,9.28,90.72,1.3,12.58
1009,"MEADOW ROAD, EDISON TOWNSHIP, NJ 08817",Edison Township,40.493378,-74.3852288,50.64,New Jersey,Middlesex County,8900,1,2077.0,381.0,334.0,6.0,584.0,0.0,6.0,774.0,354.0,59412.0,65425800.0,67.0,681.0,226.0,0.0,160200.0,18.34,16.08,0.29,28.12,0.0,0.29,7.64,14.41,6.88,75.08,24.92,0.0,63.12
1010,"PINEY HOLLOW ROAD, WINSLOW TOWNSHIP, NJ 08095",Winslow Township,39.6304596,-74.8834955,47.19,New Jersey,Camden County,609205,4,1503.0,231.0,45.0,3.0,28.0,0.0,0.0,243.0,138.0,81513.0,52292800.0,30.0,94.0,449.0,0.0,266800.0,15.37,2.99,0.2,1.8599999999999999,0.0,0.0,9.15,9.07,5.24,17.31,82.69,0.0,20.419999999999998
1023,"RTE 17 &amp; GROVE ST, MAYWOOD/ROCHELLE PARK, NJ 07607","Maywood, Rochelle Park",40.901575,-74.0625691,51.19,New Jersey,Bergen County,33200,2,835.0,149.0,35.0,0.0,55.0,0.0,2.0,201.0,144.0,79750.0,26144400.0,4.0,88.0,215.0,0.0,423700.0,17.84,4.19,0.0,6.59,0.0,0.24,17.05,19.57,1.3,29.04,70.96,0.0,28.86
1024,"3000 OAKMEAD VILLAGE DR, SANTA CLARA, CA 95051",Santa Clara,37.3757893,-121.9808468,31.94,California,Santa Clara County,505202,3,1422.0,833.0,65.0,1.0,215.0,16.0,1.0,171.0,372.0,54831.0,36082400.0,27.0,328.0,88.0,0.0,429300.0,58.58,4.57,0.07,15.12,1.13,0.07,39.78,19.82,6.09,78.85,21.15,0.0,79.53999999999999
1011,"2023 RTE 38, MOUNT HOLLY, NJ 08060",Mount Holly,39.9823331,-74.7877676,33.62,New Jersey,Burlington County,703104,1,2991.0,181.0,414.0,3.0,115.0,0.0,5.0,679.0,109.0,98807.0,113184100.0,30.0,62.0,938.0,0.0,226600.0,6.05,13.84,0.1,3.84,0.0,0.17,5.55,3.81,2.91,6.2,93.8,0.0,24.000000000000004
1012,"Postal Address is unavailable for the Site, HUNTSVILLE, AL 35808",Huntsville,34.6729904,-86.6510329,50.0,Alabama,Madison County,11100,1,1955.0,210.0,377.0,20.0,33.0,7.0,6.0,142.0,85.0,59286.0,22903300.0,36.0,341.0,7.0,3.0,0.0,10.74,19.28,1.02,1.69,0.36,0.31,5.02,5.72,9.38,97.99,2.01,0.96,33.400000000000006
1013,"2880 NORTHWESTERN PKWY, SANTA CLARA, CA 95051",Santa Clara,37.3735409,-121.9728089,31.94,California,Santa Clara County,505202,3,1422.0,833.0,65.0,1.0,215.0,16.0,1.0,171.0,372.0,54831.0,36082400.0,27.0,328.0,88.0,0.0,429300.0,58.58,4.57,0.07,15.12,1.13,0.07,39.78,19.82,6.09,78.85,21.15,0.0,79.53999999999999
1039,"400 SIP AVE, JERSEY CITY, NJ 07306",Jersey City,40.734704,-74.07972,28.73,New Jersey,Hudson County,1701,1,1157.0,149.0,107.0,5.0,676.0,2.0,13.0,572.0,354.0,70321.0,39167600.0,603.0,234.0,151.0,0.0,386400.0,12.88,9.25,0.43,58.43,0.17,1.12,6.53,23.57,61.03,60.78,39.22,0.0,82.28000000000002
1014,"WHITESBOG-PASADENA ROAD, PEMBERTON TOWNSHIP, NJ 08015",Pemberton Township,39.9363567,-74.4868243,48.89,New Jersey,Burlington County,702208,1,1068.0,86.0,164.0,3.0,18.0,1.0,2.0,179.0,157.0,84643.0,34267200.0,28.0,39.0,309.0,0.0,202400.0,8.05,15.36,0.28,1.69,0.09,0.19,4.7,9.44,7.45,11.21,88.79,0.0,25.660000000000004
1015,"FOOT OF SOUTH WOOD AVENUE, LINDEN, NJ 07036",Linden,40.6340353,-74.259409,50.0,New Jersey,Union County,34900,1,975.0,207.0,62.0,0.0,55.0,1.0,1.0,152.0,51.0,92750.0,20473600.0,22.0,83.0,249.0,11.0,296300.0,21.23,6.36,0.0,5.64,0.1,0.1,7.23,6.88,6.21,25.0,75.0,5.0,33.43
1016,"ROUTE 73, WINSLOW TOWNSHIP, NJ 08009",Winslow Township,39.7464763,-74.9096611,42.03,New Jersey,Camden County,609103,3,2407.0,130.0,495.0,2.0,52.0,0.0,2.0,448.0,186.0,80000.0,71154200.0,24.0,58.0,711.0,0.0,221500.0,5.4,20.57,0.08,2.16,0.0,0.08,10.26,7.54,3.03,7.54,92.46,0.0,28.289999999999996
1017,"RT 322, PITMAN, NJ 08071",Pitman,39.732892,-75.1315651,75.6,New Jersey,Gloucester County,501302,1,1171.0,44.0,20.0,4.0,4.0,0.0,0.0,182.0,120.0,53427.0,23673800.0,61.0,232.0,285.0,25.0,165300.0,3.76,1.71,0.34,0.34,0.0,0.0,4.67,13.25,10.55,44.87,55.13,5.38,6.1499999999999995
1018,"BURKE ROAD, FREEHOLD TOWNSHIP, NJ 07728",Freehold Township,40.2088004,-74.3287655,66.33,New Jersey,Monmouth County,810600,3,1489.0,73.0,51.0,0.0,55.0,0.0,2.0,528.0,159.0,96643.0,68825000.0,23.0,163.0,383.0,0.0,529200.0,4.9,3.43,0.0,3.69,0.0,0.13,16.78,9.47,4.04,29.85,70.15,0.0,12.15
1019,"INTERSECTION OF BROOKWOOD AND ROSS ROADS, BYRAM, NJ 07874",Byram,40.9294454,-74.7020139,50.0,New Jersey,Sussex County,374300,2,2270.0,107.0,23.0,1.0,62.0,0.0,2.0,519.0,174.0,98704.0,79638900.0,41.0,63.0,715.0,0.0,284700.0,4.71,1.01,0.04,2.73,0.0,0.09,1.73,8.56,5.01,8.1,91.9,0.0,8.58
1020,"1542 SOUTH BROADWAY, CAMDEN, NJ 08104",Camden,39.926012,-75.118695,50.0,New Jersey,Camden County,601800,1,1291.0,470.0,631.0,1.0,84.0,0.0,3.0,64.0,376.0,27321.0,14572200.0,180.0,226.0,202.0,103.0,70400.0,36.41,48.88,0.08,6.51,0.0,0.23,30.17,26.52,29.61,52.8,47.2,16.35,92.11
1021,"ROUTE 322 EAST, WOOLWICH TOWNSHIP, NJ 08085",Woolwich Township,39.7491498,-75.329557,45.54,New Jersey,Gloucester County,502200,2,8681.0,329.0,856.0,5.0,574.0,0.0,7.0,2701.0,366.0,115719.0,371154900.0,104.0,282.0,2399.0,52.0,342300.0,3.79,9.86,0.06,6.61,0.0,0.08,4.88,4.04,3.73,10.52,89.48,1.76,20.4
1022,"1708 US RT. 130, THOROFARE, NJ 08086",Thorofare,39.8790953,-75.1140512,50.0,New Jersey,Camden County,605300,1,1032.0,52.0,68.0,1.0,27.0,0.0,5.0,44.0,117.0,44844.0,18505200.0,24.0,91.0,288.0,0.0,149500.0,5.04,6.59,0.1,2.62,0.0,0.48,17.66,13.91,5.96,24.01,75.99,0.0,14.829999999999998
1025,"WRIGHTSTOWN-COOKSTOWN ROAD, WRIGHTSTOWN, NJ 08641",Wrightstown,40.0382626,-74.5899319,47.2,New Jersey,Burlington County,982111,1,823.0,87.0,127.0,7.0,29.0,0.0,1.0,135.0,3.0,51083.0,10681000.0,10.0,132.0,2.0,0.0,0.0,10.57,15.43,0.85,3.52,0.0,0.12,7.0,0.21,6.94,98.51,1.49,0.0,30.490000000000002
1026,"WILDCAT &amp; MAPLE ROADS, FRANKLIN BOROUGH, NJ 07416",Franklin Borough,41.1220409,-74.5804378,48.95,New Jersey,Sussex County,372900,2,2645.0,200.0,45.0,7.0,49.0,0.0,1.0,373.0,227.0,58537.0,72040800.0,122.0,366.0,643.0,0.0,226100.0,7.5600000000000005,1.7000000000000002,0.26,1.85,0.0,0.04,10.07,8.59,10.79,36.27,63.73,0.0,11.41
1027,"239 MOUNTAIN AVENUE, MIDDLESEX, NJ 08846",Middlesex,40.5699073,-74.4920335,50.0,New Jersey,Middlesex County,200,3,1918.0,474.0,213.0,0.0,126.0,0.0,6.0,336.0,211.0,70966.0,54151800.0,28.0,290.0,408.0,0.0,276100.0,24.71,11.11,0.0,6.57,0.0,0.31,9.51,11.49,3.86,41.55,58.45,0.0,42.7
1028,"AIRPORT ROAD, WALL TOWNSHIP, NJ 07727",Wall Township,40.1836024,-74.1154381,41.93,New Jersey,Monmouth County,808600,1,2077.0,128.0,455.0,1.0,24.0,0.0,0.0,408.0,109.0,71667.0,86361700.0,28.0,269.0,441.0,0.0,424600.0,6.16,21.91,0.05,1.16,0.0,0.0,12.13,5.55,3.79,37.89,62.11,0.0,29.28
1029,"ROBIN DRIVE, ROUTE 206, SYCAMORE LANE, MONTGOMERY TOWNSHIP, NJ 08558",Montgomery Township,40.4109485,-74.7220017,37.93,New Jersey,Somerset County,54202,2,1732.0,35.0,36.0,1.0,179.0,0.0,11.0,724.0,56.0,127188.0,96155700.0,40.0,52.0,514.0,46.0,625400.0,2.02,2.08,0.06,10.33,0.0,0.64,1.24,3.3,6.6,9.19,90.81,7.49,15.129999999999999
1030,"LOWER KINGTOWN ROAD, FRANKLIN TOWNSHIP, NJ 08822",Franklin Township,40.5951425,-74.9336181,33.83,New Jersey,Hunterdon County,10702,1,1743.0,36.0,6.0,5.0,15.0,0.0,4.0,576.0,56.0,86143.0,86159100.0,39.0,57.0,572.0,0.0,511500.0,2.07,0.34,0.29,0.86,0.0,0.23,3.23,3.07,5.84,9.06,90.94,0.0,3.7899999999999996
1031,"DORIS AVE, MILLVILLE, NJ 08332",Millville,39.4218082,-75.0290723,51.13,New Jersey,Cumberland County,30400,4,1200.0,106.0,210.0,8.0,24.0,0.0,0.0,266.0,110.0,54792.0,38929500.0,39.0,278.0,194.0,0.0,253800.0,8.83,17.5,0.67,2.0,0.0,0.0,19.21,9.67,7.63,58.9,41.1,0.0,29.0
1032,"MAIN GATE ROUTE#547, LAKEHURST, NJ 08733",Lakehurst,40.014561,-74.3112574,50.53,New Jersey,Ocean County,721000,1,1203.0,143.0,105.0,1.0,23.0,2.0,0.0,80.0,145.0,51667.0,22957300.0,35.0,123.0,294.0,0.0,233400.0,11.89,8.73,0.08,1.9100000000000001,0.17,0.0,14.46,11.44,7.74,29.5,70.5,0.0,22.78
1033,"TYLER LANE &amp; TEXAS RD, COLTS NECK, NJ 07722",Colts Neck,40.2876108,-74.1723652,29.65,New Jersey,Monmouth County,809902,2,2293.0,102.0,29.0,0.0,163.0,0.0,4.0,566.0,181.0,106815.0,158083600.0,32.0,92.0,664.0,0.0,702800.0,4.45,1.26,0.0,7.11,0.0,0.17,4.21,7.96,4.06,12.17,87.83,0.0,12.99
1034,"PENNS GROVE-PEDRICKTOWN ROAD, PEDRICKTOWN (OLDMANS TOWN, NJ 08067",Pedricktown,39.7566884,-75.4283123,52.96,New Jersey,Salem County,20100,1,1773.0,124.0,136.0,3.0,16.0,0.0,2.0,311.0,116.0,74375.0,62078700.0,47.0,86.0,566.0,0.0,204900.0,6.99,7.67,0.17,0.9,0.0,0.11,10.31,5.98,6.72,13.19,86.81,0.0,15.84
1076,"FOOT OF WOODBROOK ROAD (SOUTH END), SOUTH PLAINFIELD, NJ 08820",South Plainfield,40.567145,-74.3855715,50.0,New Jersey,Middlesex County,1414,3,1520.0,51.0,43.0,2.0,761.0,2.0,0.0,884.0,71.0,118705.0,99512800.0,15.0,42.0,551.0,0.0,376300.0,3.36,2.83,0.13,50.07,0.13,0.0,3.83,3.7199999999999998,2.47,7.08,92.92,0.0,56.52
1044,"108 LAKE DENMARK ROAD, ROCKAWAY TOWNSHIP, NJ 07866",Rockaway Township,40.9598943,-74.5299221,42.56,New Jersey,Morris County,44401,1,2690.0,206.0,80.0,3.0,32.0,0.0,4.0,869.0,183.0,123306.0,128757400.0,289.0,155.0,797.0,0.0,383400.0,7.66,2.9699999999999998,0.11,1.19,0.0,0.15,5.52,6.49,23.29,16.28,83.72,0.0,12.079999999999998
1045,"BAYVIEW DRIVE, OLD BRIDGE TWP/SAYREVILLE, NJ 08879","Old Bridge Township, Sayreville",40.4571792,-74.2417163,50.0,New Jersey,Middlesex County,8001,5,1026.0,114.0,45.0,0.0,14.0,0.0,3.0,71.0,33.0,71875.0,26996700.0,26.0,84.0,335.0,0.0,170800.0,11.11,4.39,0.0,1.3599999999999999,0.0,0.29,11.13,3.81,5.84,20.05,79.95,0.0,17.15
1046,"OFF HWY 299 9 MI NW OF, REDDING, CA 96001",Redding,40.5441948,-122.4617007,56.16,California,Shasta County,11001,1,775.0,36.0,6.0,16.0,14.0,0.0,2.0,122.0,149.0,69286.0,23631000.0,25.0,43.0,245.0,0.0,273400.0,4.65,0.77,2.06,1.81,0.0,0.26,8.97,19.28,7.99,14.93,85.07,0.0,9.55
1047,"LAKEWOOD RD, PLEASANT PLAINS, NJ 08753",Pleasant Plains,40.0180539,-74.2196849,53.48,New Jersey,Ocean County,722002,1,3142.0,188.0,99.0,12.0,154.0,0.0,6.0,457.0,268.0,62015.0,86848100.0,54.0,162.0,914.0,0.0,306300.0,5.98,3.15,0.38,4.9,0.0,0.19,14.43,8.25,4.78,15.06,84.94,0.0,14.600000000000001
1048,"PETERS MINE ROAD, RINGWOOD BOROUGH, NJ 07456",Ringwood Borough,41.1390878,-74.2701267,52.58,New Jersey,Passaic County,216701,2,2463.0,124.0,50.0,121.0,21.0,0.0,7.0,640.0,169.0,102457.0,94158700.0,30.0,34.0,773.0,4.0,349400.0,5.03,2.03,4.91,0.85,0.0,0.28,11.21,6.67,3.58,4.21,95.79,0.5,13.1
1049,"29 RIVERSIDE AVENUE, NEWARK, NJ 07104",Newark,40.7666633,-74.1593831,50.0,New Jersey,Essex County,9600,1,1286.0,543.0,690.0,2.0,1.0,0.0,9.0,58.0,551.0,42961.0,20780600.0,46.0,330.0,57.0,0.0,263600.0,42.22,53.65,0.16,0.08,0.0,0.7000000000000001,45.25,38.42,10.62,85.27,14.73,0.0,96.81
1107,"82 MILBAR BOULEVARD, EAST FARMINGDALE, NY 11735",East Farmingdale,40.7496066,-73.4185138,54.27,New York,Suffolk County,122300,1,1956.0,211.0,185.0,1.0,117.0,2.0,1.0,376.0,125.0,98355.0,66156800.0,10.0,95.0,432.0,0.0,470200.0,10.79,9.46,0.05,5.98,0.1,0.05,7.72,6.76,1.8599999999999999,18.03,81.97,0.0,26.430000000000003
1108,"501 WINDING ROAD, OLD BETHPAGE, NY 11804",Old Bethpage,40.7501298,-73.4487055,31.62,New York,Nassau County,520100,5,1573.0,82.0,3.0,0.0,94.0,0.0,1.0,445.0,78.0,74183.0,63443200.0,18.0,154.0,422.0,0.0,558400.0,5.21,0.19,0.0,5.98,0.0,0.06,7.72,4.07,3.03,26.74,73.26,0.0,11.440000000000001
1297,"1600 OLD SALEM RD NE, ALBANY, OR 97321",Albany,44.6558276,-123.0632932,54.27,Oregon,Linn County,20100,4,1738.0,161.0,3.0,14.0,19.0,0.0,2.0,382.0,203.0,66750.0,62886400.0,52.0,142.0,522.0,2.0,232100.0,9.26,0.17,0.81,1.09,0.0,0.12,8.57,8.93,7.26,21.39,78.61,0.22,11.45
1050,"JACKSON,UNION &amp; GARDEN STS, ROCKAWAY TOWNSHIP, NJ 07866",Rockaway Township,40.9300943,-74.4872422,42.34,New Jersey,Morris County,44403,1,2534.0,260.0,51.0,1.0,166.0,0.0,0.0,995.0,185.0,125637.0,112695300.0,21.0,79.0,780.0,0.0,378500.0,10.26,2.01,0.04,6.55,0.0,0.0,3.46,6.85,2.39,9.2,90.8,0.0,18.86
1051,"GREEN POND ROAD, ROCKAWAY TOWNSHIP, NJ 07866",Rockaway Township,40.9712565,-74.4902405,28.9,New Jersey,Morris County,44401,2,2258.0,98.0,30.0,5.0,70.0,0.0,10.0,854.0,72.0,135357.0,136483600.0,18.0,62.0,729.0,26.0,482200.0,4.34,1.33,0.22,3.1,0.0,0.44,3.9,3.62,2.22,7.84,92.16,3.18,9.43
1052,"WASHINGTON STREET, ROCKY HILL BOROUGH, NJ 08553",Rocky Hill Borough,40.4006196,-74.6382612,37.93,New Jersey,Somerset County,53901,1,682.0,33.0,10.0,0.0,16.0,0.0,3.0,265.0,24.0,90972.0,30865800.0,12.0,57.0,223.0,0.0,442400.0,4.84,1.47,0.0,2.35,0.0,0.44,2.2,4.42,4.11,20.36,79.64,0.0,9.1
1053,"2ND STREET, FLORENCE, NJ 08554",Florence,40.118618,-74.773334,41.02,New Jersey,Burlington County,701302,1,1673.0,61.0,55.0,0.0,55.0,0.0,0.0,269.0,81.0,73507.0,49445900.0,31.0,115.0,541.0,36.0,154900.0,3.65,3.29,0.0,3.29,0.0,0.0,8.55,4.94,4.51,17.53,82.47,5.62,10.23
